ID Cliente;Zona;PaIs;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envIo;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
C2386;Europa;Switzerland;Material de oficina;Offline;Media;25/06/2022;238616883;2/07/2022;893; 651.21 € ; 524.96 € ; 581,530.53 € ; 468,789.28 € 
C5425;Africa;Libya;Cuidado personal;Offline;Alta;17/07/2022;542506015;7/08/2022;8440; 81.73 € ; 56.67 € ; 689,801.20 € ; 478,294.80 € 
C2579;CentroamErica y Caribe;Honduras;Verduras;Online;Alta;4/02/2021;257926213;23/02/2021;4953; 154.06 € ; 90.93 € ; 763,059.18 € ; 450,376.29 € 
C1411;Africa;Benin;Alimento infantil;Online;Media;2/08/2022;141176307;20/09/2022;6061; 255.28 € ; 159.42 € ; 1,547,252.08 € ; 966,244.62 € 
C5688;Africa;Egypt;CArnicos;Online;Media;31/05/2020;568867623;22/06/2020;9426; 421.89 € ; 364.69 € ; 3,976,735.14 € ; 3,437,567.94 € 
C1879;Europa;Cyprus;Bebida;Online;Media;5/04/2021;187923991;17/05/2021;9740; 47.45 € ; 31.79 € ; 462,163.00 € ; 309,634.60 € 
C8655;Africa;Morocco;Cereales;Online;Alta;4/10/2020;865581738;23/10/2020;3726; 205.70 € ; 117.11 € ; 766,438.20 € ; 436,351.86 € 
C9393;Europa;Estonia;Bebida;Offline;Alta;8/02/2022;939389693;15/02/2022;5140; 47.45 € ; 31.79 € ; 243,893.00 € ; 163,400.60 € 
C1672;Asia;South Korea;Alimento infantil;Online;CrItica;24/04/2020;167209184;16/05/2020;9768; 255.28 € ; 159.42 € ; 2,493,575.04 € ; 1,557,214.56 € 
C1772;Asia;Vietnam;CosmEticos;Online;Media;20/10/2020;177214038;6/11/2020;427; 437.20 € ; 263.33 € ; 186,684.40 € ; 112,441.91 € 
C4178;Africa;Syria;Snacks;Offline;Alta;29/10/2020;417890584;6/11/2020;1965; 152.58 € ; 97.44 € ; 299,819.70 € ; 191,469.60 € 
C4080;Europa;Luxembourg;Ropa;Online;Baja;27/04/2022;408037650;27/04/2022;6263; 109.28 € ; 35.84 € ; 684,420.64 € ; 224,465.92 € 
C1867;CentroamErica y Caribe;Cuba;CosmEticos;Online;Alta;28/11/2021;186766564;12/12/2021;7232; 437.20 € ; 263.33 € ; 3,161,830.40 € ; 1,904,402.56 € 
C7635;Asia;Maldives;CArnicos;Offline;Alta;27/11/2020;763501155;2/12/2020;5813; 421.89 € ; 364.69 € ; 2,452,446.57 € ; 2,119,942.97 € 
C9679;Asia;Taiwan;Bebida;Online;Media;10/01/2021;967977750;22/02/2021;4982; 47.45 € ; 31.79 € ; 236,395.90 € ; 158,377.78 € 
C6002;Europa;Bosnia and Herzegovina;Snacks;Offline;CrItica;7/02/2020;600245177;14/03/2020;4742; 152.58 € ; 97.44 € ; 723,534.36 € ; 462,060.48 € 
C8806;Africa;Afghanistan;CosmEticos;Offline;Baja;28/01/2022;880664765;3/02/2022;7129; 437.20 € ; 263.33 € ; 3,116,798.80 € ; 1,877,279.57 € 
C3999;NorteamErica;Canada;Cereales;Online;Media;20/04/2021;399910342;4/05/2021;1212; 205.70 € ; 117.11 € ; 249,308.40 € ; 141,937.32 € 
C9689;Africa;Qatar;CArnicos;Offline;Media;4/02/2021;968968236;8/03/2021;8088; 421.89 € ; 364.69 € ; 3,412,246.32 € ; 2,949,612.72 € 
C8691;Europa;Malta;Verduras;Offline;Baja;24/11/2020;869137275;15/12/2020;5889; 154.06 € ; 90.93 € ; 907,259.34 € ; 535,486.77 € 
C7020;Africa;Bahrain;Verduras;Online;CrItica;19/07/2020;702028787;25/07/2020;4773; 154.06 € ; 90.93 € ; 735,328.38 € ; 434,008.89 € 
C2395;Africa;Zambia;Frutas;Offline;Baja;19/09/2021;239566600;20/09/2021;1935; 9.33 € ; 6.92 € ; 18,053.55 € ; 13,390.20 € 
C6739;Asia;Bangladesh;Ropa;Online;CrItica;5/10/2020;673987042;7/11/2020;6598; 109.28 € ; 35.84 € ; 721,029.44 € ; 236,472.32 € 
C5678;Africa;Egypt;CArnicos;Offline;Media;1/08/2021;567838943;14/08/2021;5017; 421.89 € ; 364.69 € ; 2,116,622.13 € ; 1,829,649.73 € 
C8039;Asia;Japan;Ropa;Online;CrItica;9/10/2022;803983628;1/11/2022;5477; 109.28 € ; 35.84 € ; 598,526.56 € ; 196,295.68 € 
C5355;CentroamErica y Caribe;Jamaica;CosmEticos;Offline;Media;21/11/2021;535594928;17/12/2021;3296; 437.20 € ; 263.33 € ; 1,441,011.20 € ; 867,935.68 € 
C3361;Africa;Namibia;Alimento infantil;Online;Media;14/08/2022;336159169;17/08/2022;5823; 255.28 € ; 159.42 € ; 1,486,495.44 € ; 928,302.66 € 
C8494;Australia y OceanIa;Federated States of Micronesia;CArnicos;Offline;CrItica;21/11/2021;849475181;12/12/2021;7438; 421.89 € ; 364.69 € ; 3,138,017.82 € ; 2,712,564.22 € 
C5396;Africa;Iran;Ropa;Offline;Media;6/10/2022;539654290;18/10/2022;4552; 109.28 € ; 35.84 € ; 497,442.56 € ; 163,143.68 € 
C6411;Asia;Malaysia;Cereales;Online;Alta;20/07/2021;641120326;3/09/2021;606; 205.70 € ; 117.11 € ; 124,654.20 € ; 70,968.66 € 
C2086;Asia;Tajikistan;Verduras;Offline;CrItica;4/09/2020;208609616;5/09/2020;1076; 154.06 € ; 90.93 € ; 165,768.56 € ; 97,840.68 € 
C1671;Africa;Iran;CArnicos;Offline;Alta;20/07/2021;167170989;22/07/2021;8465; 421.89 € ; 364.69 € ; 3,571,298.85 € ; 3,087,100.85 € 
C1621;Australia y OceanIa;Samoa ;CArnicos;Online;CrItica;3/04/2020;162165772;6/05/2020;7311; 421.89 € ; 364.69 € ; 3,084,437.79 € ; 2,666,248.59 € 
C8092;Africa;Botswana;CosmEticos;Online;CrItica;5/06/2020;809267795;20/06/2020;9179; 437.20 € ; 263.33 € ; 4,013,058.80 € ; 2,417,106.07 € 
C5444;Europa;Austria;Alimento infantil;Online;CrItica;22/05/2020;544463384;25/06/2020;7669; 255.28 € ; 159.42 € ; 1,957,742.32 € ; 1,222,591.98 € 
C5740;Africa;Syria;Bebida;Online;Alta;17/04/2020;574051368;1/05/2020;3411; 47.45 € ; 31.79 € ; 161,851.95 € ; 108,435.69 € 
C8246;Africa;Senegal;Frutas;Online;CrItica;10/09/2020;824643075;23/10/2020;9066; 9.33 € ; 6.92 € ; 84,585.78 € ; 62,736.72 € 
C3931;Africa;Mauritius ;Cuidado personal;Offline;Media;11/02/2021;393162333;29/03/2021;4326; 81.73 € ; 56.67 € ; 353,563.98 € ; 245,154.42 € 
C6968;Africa;Cote d'Ivoire;Frutas;Online;Alta;28/06/2021;696845471;8/07/2021;915; 9.33 € ; 6.92 € ; 8,536.95 € ; 6,331.80 € 
C5232;CentroamErica y Caribe;Belize;Ropa;Offline;Alta;18/09/2020;523241317;3/10/2020;7588; 109.28 € ; 35.84 € ; 829,216.64 € ; 271,953.92 € 
C9802;Africa;Morocco;Cereales;Offline;Baja;15/12/2020;980211198;15/12/2020;5131; 205.70 € ; 117.11 € ; 1,055,446.70 € ; 600,891.41 € 
C5459;Australia y OceanIa;Australia;DomEstico;Online;Baja;27/06/2020;545928943;10/08/2020;1361; 668.27 € ; 502.54 € ; 909,515.47 € ; 683,956.94 € 
C9188;Africa;Senegal;Verduras;Online;Baja;5/11/2020;918880879;13/12/2020;6127; 154.06 € ; 90.93 € ; 943,925.62 € ; 557,128.11 € 
C2678;CentroamErica y Caribe;Antigua and Barbuda ;Verduras;Offline;Alta;18/07/2022;267865836;30/07/2022;6308; 154.06 € ; 90.93 € ; 971,810.48 € ; 573,586.44 € 
C8819;Europa;Poland;Material de oficina;Online;Alta;8/10/2020;881995141;20/10/2020;817; 651.21 € ; 524.96 € ; 532,038.57 € ; 428,892.32 € 
C6206;Europa;Kosovo;Cuidado personal;Online;CrItica;17/02/2021;620692622;6/03/2021;5595; 81.73 € ; 56.67 € ; 457,279.35 € ; 317,068.65 € 
C5636;Asia;Malaysia;CArnicos;Online;Media;19/01/2021;563694608;11/02/2021;8616; 421.89 € ; 364.69 € ; 3,635,004.24 € ; 3,142,169.04 € 
C9610;CentroamErica y Caribe;Guatemala;Bebida;Online;Alta;26/08/2022;961049926;9/09/2022;4885; 47.45 € ; 31.79 € ; 231,793.25 € ; 155,294.15 € 
C7831;Australia y OceanIa;Vanuatu;Material de oficina;Online;Baja;24/09/2022;783119904;30/10/2022;1437; 651.21 € ; 524.96 € ; 935,788.77 € ; 754,367.52 € 
C8705;CentroamErica y Caribe;Nicaragua;Cuidado personal;Online;Alta;13/10/2022;870578372;6/11/2022;2341; 81.73 € ; 56.67 € ; 191,329.93 € ; 132,664.47 € 
C7844;Africa;Lesotho;Snacks;Offline;Media;3/11/2021;784411656;29/11/2021;3695; 152.58 € ; 97.44 € ; 563,783.10 € ; 360,040.80 € 
C1559;Asia;Turkmenistan;DomEstico;Offline;CrItica;10/10/2020;155918586;7/11/2020;8629; 668.27 € ; 502.54 € ; 5,766,501.83 € ; 4,336,417.66 € 
C9367;Africa;Saudi Arabia;CosmEticos;Offline;CrItica;7/11/2020;936710488;8/12/2020;2304; 437.20 € ; 263.33 € ; 1,007,308.80 € ; 606,712.32 € 
C6487;Asia;Japan;Snacks;Online;Media;24/04/2022;648711192;16/05/2022;6912; 152.58 € ; 97.44 € ; 1,054,632.96 € ; 673,505.28 € 
C9341;Europa;Latvia;DomEstico;Online;CrItica;1/02/2020;934157025;3/02/2020;6678; 668.27 € ; 502.54 € ; 4,462,707.06 € ; 3,355,962.12 € 
C8055;NorteamErica;Greenland;Ropa;Online;CrItica;11/05/2022;805596816;23/05/2022;2855; 109.28 € ; 35.84 € ; 311,994.40 € ; 102,323.20 € 
C6958;CentroamErica y Caribe;Costa Rica;Cereales;Online;Alta;30/07/2020;695891892;3/08/2020;8730; 205.70 € ; 117.11 € ; 1,795,761.00 € ; 1,022,370.30 € 
C2082;Asia;Japan;Cuidado personal;Offline;Baja;24/04/2022;208216083;13/05/2022;4621; 81.73 € ; 56.67 € ; 377,674.33 € ; 261,872.07 € 
C3660;Europa;Cyprus;Cereales;Offline;CrItica;25/03/2021;366055715;5/04/2021;2875; 205.70 € ; 117.11 € ; 591,387.50 € ; 336,691.25 € 
C4632;Africa;Pakistan;CArnicos;Online;Baja;3/06/2021;463209617;27/06/2021;2874; 421.89 € ; 364.69 € ; 1,212,511.86 € ; 1,048,119.06 € 
C3137;Europa;Monaco;CosmEticos;Online;Media;25/08/2021;313789117;7/09/2021;6028; 437.20 € ; 263.33 € ; 2,635,441.60 € ; 1,587,353.24 € 
C7022;Asia;China;Cereales;Offline;CrItica;6/07/2022;702218043;29/07/2022;779; 205.70 € ; 117.11 € ; 160,240.30 € ; 91,228.69 € 
C2332;Australia y OceanIa;New Zealand;CArnicos;Online;Alta;26/02/2022;233232724;8/03/2022;7601; 421.89 € ; 364.69 € ; 3,206,785.89 € ; 2,772,008.69 € 
C2818;CentroamErica y Caribe;Guatemala;Alimento infantil;Offline;Baja;20/07/2020;281881988;11/08/2020;3999; 255.28 € ; 159.42 € ; 1,020,864.72 € ; 637,520.58 € 
C9435;Africa;Libya;Snacks;Online;Media;6/12/2020;943527162;22/12/2020;9509; 152.58 € ; 97.44 € ; 1,450,883.22 € ; 926,556.96 € 
C5838;Europa;Liechtenstein;CArnicos;Offline;Media;24/08/2022;583842074;4/10/2022;699; 421.89 € ; 364.69 € ; 294,901.11 € ; 254,918.31 € 
C7888;Africa;Democratic Republic of the Congo;Alimento infantil;Online;Alta;3/08/2022;788813054;9/08/2022;6167; 255.28 € ; 159.42 € ; 1,574,311.76 € ; 983,143.14 € 
C5147;Asia;Mongolia;Cuidado personal;Online;CrItica;4/05/2022;514738929;16/05/2022;1543; 81.73 € ; 56.67 € ; 126,109.39 € ; 87,441.81 € 
C1382;Europa;Bosnia and Herzegovina;Frutas;Offline;Media;7/01/2021;138231027;28/01/2021;4487; 9.33 € ; 6.92 € ; 41,863.71 € ; 31,050.04 € 
C1062;CentroamErica y Caribe;Cuba;Cereales;Online;CrItica;13/06/2022;106213176;15/07/2022;9694; 205.70 € ; 117.11 € ; 1,994,055.80 € ; 1,135,264.34 € 
C4859;Asia;Bhutan;Snacks;Offline;Media;6/04/2022;485921704;15/04/2022;3885; 152.58 € ; 97.44 € ; 592,773.30 € ; 378,554.40 € 
C5149;Asia;Laos;Material de oficina;Online;Alta;18/10/2020;514905440;22/10/2020;817; 651.21 € ; 524.96 € ; 532,038.57 € ; 428,892.32 € 
C8510;Asia;Turkmenistan;Cuidado personal;Online;Baja;23/08/2021;851025712;27/09/2021;6275; 81.73 € ; 56.67 € ; 512,855.75 € ; 355,604.25 € 
C4224;Australia y OceanIa;Papua New Guinea;Alimento infantil;Offline;Baja;24/08/2021;422456347;26/08/2021;3076; 255.28 € ; 159.42 € ; 785,241.28 € ; 490,375.92 € 
C4776;Africa;Qatar;CosmEticos;Offline;Alta;29/11/2020;477683675;23/12/2020;6069; 437.20 € ; 263.33 € ; 2,653,366.80 € ; 1,598,149.77 € 
C5355;Australia y OceanIa;Palau;Ropa;Online;Baja;19/05/2021;535506522;25/05/2021;7135; 109.28 € ; 35.84 € ; 779,712.80 € ; 255,718.40 € 
C6350;Asia;Philippines;Cereales;Online;Baja;15/07/2022;635036218;31/07/2022;184; 205.70 € ; 117.11 € ; 37,848.80 € ; 21,548.24 € 
C8856;Australia y OceanIa;Papua New Guinea;CArnicos;Offline;Baja;31/10/2022;885696589;11/11/2022;6158; 421.89 € ; 364.69 € ; 2,597,998.62 € ; 2,245,761.02 € 
C1172;Africa;Liberia;Verduras;Offline;Baja;14/02/2021;117223966;25/02/2021;8031; 154.06 € ; 90.93 € ; 1,237,255.86 € ; 730,258.83 € 
C8296;Africa;Iran;Ropa;Offline;Alta;16/12/2020;829667174;9/01/2021;5809; 109.28 € ; 35.84 € ; 634,807.52 € ; 208,194.56 € 
C6433;CentroamErica y Caribe;Guatemala;Bebida;Offline;CrItica;28/07/2020;643387544;20/08/2020;1527; 47.45 € ; 31.79 € ; 72,456.15 € ; 48,543.33 € 
C8490;Australia y OceanIa;Tuvalu;Snacks;Offline;Baja;9/01/2020;849058902;25/01/2020;4252; 152.58 € ; 97.44 € ; 648,770.16 € ; 414,314.88 € 
C5576;Asia;Philippines;Material de oficina;Offline;Baja;19/08/2022;557667577;15/09/2022;5083; 651.21 € ; 524.96 € ; 3,310,100.43 € ; 2,668,371.68 € 
C7505;Asia;Singapore;Ropa;Offline;CrItica;15/02/2022;750512397;4/03/2022;2151; 109.28 € ; 35.84 € ; 235,061.28 € ; 77,091.84 € 
C2292;Asia;Laos;Verduras;Online;Media;13/03/2021;229204690;25/03/2021;5616; 154.06 € ; 90.93 € ; 865,200.96 € ; 510,662.88 € 
C5656;Europa;Montenegro;Frutas;Offline;Alta;10/07/2021;565668284;3/08/2021;2671; 9.33 € ; 6.92 € ; 24,920.43 € ; 18,483.32 € 
C2521;CentroamErica y Caribe;Barbados;Snacks;Offline;Media;23/04/2022;252139508;23/05/2022;2538; 152.58 € ; 97.44 € ; 387,248.04 € ; 247,302.72 € 
C5511;Africa;Egypt;Snacks;Offline;Alta;1/10/2021;551167190;13/11/2021;1474; 152.58 € ; 97.44 € ; 224,902.92 € ; 143,626.56 € 
C5456;Africa;Sudan;DomEstico;Offline;CrItica;16/04/2021;545612657;29/05/2021;7765; 668.27 € ; 502.54 € ; 5,189,116.55 € ; 3,902,223.10 € 
C2886;Africa;Democratic Republic of the Congo;Snacks;Offline;Baja;7/05/2021;288649737;20/06/2021;6727; 152.58 € ; 97.44 € ; 1,026,405.66 € ; 655,478.88 € 
C3537;CentroamErica y Caribe;Cuba;Cuidado personal;Online;Baja;30/09/2022;353764760;27/10/2022;5709; 81.73 € ; 56.67 € ; 466,596.57 € ; 323,529.03 € 
C4847;Africa;Ghana;Frutas;Offline;Media;5/06/2022;484756553;14/06/2022;9091; 9.33 € ; 6.92 € ; 84,819.03 € ; 62,909.72 € 
C9457;Europa;Poland;Bebida;Online;Media;30/07/2020;945736443;20/08/2020;3285; 47.45 € ; 31.79 € ; 155,873.25 € ; 104,430.15 € 
C2711;Africa;Saudi Arabia;Bebida;Offline;Baja;2/02/2022;271128261;7/03/2022;1732; 47.45 € ; 31.79 € ; 82,183.40 € ; 55,060.28 € 
C2156;CentroamErica y Caribe;Barbados;Alimento infantil;Offline;Baja;26/10/2020;215668332;21/11/2020;9907; 255.28 € ; 159.42 € ; 2,529,058.96 € ; 1,579,373.94 € 
C8044;Europa;Bosnia and Herzegovina;Frutas;Online;Alta;9/01/2021;804405486;1/02/2021;314; 9.33 € ; 6.92 € ; 2,929.62 € ; 2,172.88 € 
C7827;Africa;Lebanon;CArnicos;Online;Media;26/08/2021;782701051;1/09/2021;7489; 421.89 € ; 364.69 € ; 3,159,534.21 € ; 2,731,163.41 € 
C7662;Europa;Latvia;DomEstico;Offline;CrItica;15/08/2020;766228854;3/10/2020;3000; 668.27 € ; 502.54 € ; 2,004,810.00 € ; 1,507,620.00 € 
C9909;Australia y OceanIa;Australia;Frutas;Online;Media;21/12/2021;990975224;27/01/2022;445; 9.33 € ; 6.92 € ; 4,151.85 € ; 3,079.40 € 
C8632;Africa;Jordan;Cereales;Online;Media;20/02/2020;863238990;3/04/2020;455; 205.70 € ; 117.11 € ; 93,593.50 € ; 53,285.05 € 
C3096;Europa;United Kingdom;Cuidado personal;Offline;Media;22/05/2021;309631478;27/05/2021;5690; 81.73 € ; 56.67 € ; 465,043.70 € ; 322,452.30 € 
C2270;CentroamErica y Caribe;Haiti;Verduras;Offline;Baja;24/05/2022;227076518;13/07/2022;5843; 154.06 € ; 90.93 € ; 900,172.58 € ; 531,303.99 € 
C2328;Asia;South Korea;Cuidado personal;Online;CrItica;23/03/2020;232810437;6/04/2020;2637; 81.73 € ; 56.67 € ; 215,522.01 € ; 149,438.79 € 
C9143;Africa;Niger;Bebida;Online;CrItica;10/05/2022;914382064;6/06/2022;4827; 47.45 € ; 31.79 € ; 229,041.15 € ; 153,450.33 € 
C6796;Africa;Mozambique;Verduras;Online;CrItica;17/05/2022;679652726;13/06/2022;3200; 154.06 € ; 90.93 € ; 492,992.00 € ; 290,976.00 € 
C7067;Europa;Armenia;Cereales;Online;Baja;2/06/2021;706796252;16/07/2021;5572; 205.70 € ; 117.11 € ; 1,146,160.40 € ; 652,536.92 € 
C8942;Europa;Iceland;Frutas;Online;Media;8/01/2021;894298970;26/01/2021;1793; 9.33 € ; 6.92 € ; 16,728.69 € ; 12,407.56 € 
C3109;CentroamErica y Caribe;Panama;Bebida;Online;Baja;10/09/2021;310959708;12/10/2021;8743; 47.45 € ; 31.79 € ; 414,855.35 € ; 277,939.97 € 
C3458;Europa;Switzerland;Bebida;Offline;Baja;27/06/2021;345889794;25/07/2021;5331; 47.45 € ; 31.79 € ; 252,955.95 € ; 169,472.49 € 
C6585;Africa;Mauritius ;Frutas;Online;Alta;15/04/2020;658513057;23/05/2020;7502; 9.33 € ; 6.92 € ; 69,993.66 € ; 51,913.84 € 
C5285;Europa;Andorra;Material de oficina;Online;Media;28/03/2021;528565824;3/04/2021;3228; 651.21 € ; 524.96 € ; 2,102,105.88 € ; 1,694,570.88 € 
C2060;Asia;Bangladesh;Material de oficina;Online;Alta;28/09/2020;206096923;15/10/2020;7514; 651.21 € ; 524.96 € ; 4,893,191.94 € ; 3,944,549.44 € 
C4614;Australia y OceanIa;Tonga;Ropa;Online;Baja;25/04/2021;461467683;11/05/2021;7397; 109.28 € ; 35.84 € ; 808,344.16 € ; 265,108.48 € 
C3353;CentroamErica y Caribe;Jamaica;Bebida;Online;Alta;4/08/2021;335351932;13/09/2021;6944; 47.45 € ; 31.79 € ; 329,492.80 € ; 220,749.76 € 
C2887;Africa;Israel;Verduras;Online;Media;10/08/2020;288735997;14/09/2020;2253; 154.06 € ; 90.93 € ; 347,097.18 € ; 204,865.29 € 
C8529;Europa;France;Cuidado personal;Offline;CrItica;3/02/2022;852918708;14/03/2022;6454; 81.73 € ; 56.67 € ; 527,485.42 € ; 365,748.18 € 
C3795;Africa;Benin;Snacks;Offline;CrItica;3/08/2021;379511392;3/08/2021;4709; 152.58 € ; 97.44 € ; 718,499.22 € ; 458,844.96 € 
C8904;Asia;Philippines;Verduras;Offline;Media;16/03/2022;890437877;24/03/2022;9210; 154.06 € ; 90.93 € ; 1,418,892.60 € ; 837,465.30 € 
C4279;Europa;Slovakia;Frutas;Offline;Alta;21/09/2021;427934491;4/10/2021;4180; 9.33 € ; 6.92 € ; 38,999.40 € ; 28,925.60 € 
C7045;Asia;Laos;DomEstico;Offline;Alta;13/08/2022;704550063;18/08/2022;875; 668.27 € ; 502.54 € ; 584,736.25 € ; 439,722.50 € 
C3531;Australia y OceanIa;Nauru;CArnicos;Online;CrItica;16/01/2022;353145921;23/02/2022;2580; 421.89 € ; 364.69 € ; 1,088,476.20 € ; 940,900.20 € 
C7768;Africa;Benin;Snacks;Online;Media;9/11/2021;776895892;9/11/2021;9614; 152.58 € ; 97.44 € ; 1,466,904.12 € ; 936,788.16 € 
C2992;CentroamErica y Caribe;Guatemala;Verduras;Online;CrItica;14/06/2021;299286305;3/08/2021;4323; 154.06 € ; 90.93 € ; 666,001.38 € ; 393,090.39 € 
C9141;CentroamErica y Caribe;Belize;Snacks;Online;Alta;17/01/2022;914115989;12/02/2022;6090; 152.58 € ; 97.44 € ; 929,212.20 € ; 593,409.60 € 
C6354;Africa;Tunisia ;Alimento infantil;Offline;CrItica;30/05/2022;635496270;5/07/2022;6323; 255.28 € ; 159.42 € ; 1,614,135.44 € ; 1,008,012.66 € 
C2478;Africa;Republic of the Congo;CArnicos;Offline;Alta;13/04/2020;247850978;8/05/2020;3467; 421.89 € ; 364.69 € ; 1,462,692.63 € ; 1,264,380.23 € 
C1559;Australia y OceanIa;Kiribati;Ropa;Offline;Baja;21/05/2022;155916440;10/07/2022;7994; 109.28 € ; 35.84 € ; 873,584.32 € ; 286,504.96 € 
C8347;Europa;Albania;Verduras;Offline;Baja;11/02/2020;834741485;17/02/2020;7410; 154.06 € ; 90.93 € ; 1,141,584.60 € ; 673,791.30 € 
C5796;Australia y OceanIa;Palau;CArnicos;Online;Baja;2/06/2022;579687440;5/06/2022;1250; 421.89 € ; 364.69 € ; 527,362.50 € ; 455,862.50 € 
C4564;Africa;Angola;Cuidado personal;Online;Alta;27/01/2020;456428134;6/03/2020;6083; 81.73 € ; 56.67 € ; 497,163.59 € ; 344,723.61 € 
C2509;Africa;Swaziland;Snacks;Offline;Media;27/05/2021;250949895;19/06/2021;505; 152.58 € ; 97.44 € ; 77,052.90 € ; 49,207.20 € 
C7195;CentroamErica y Caribe;Barbados;Verduras;Online;Baja;9/04/2022;719551551;14/04/2022;149; 154.06 € ; 90.93 € ; 22,954.94 € ; 13,548.57 € 
C4388;Europa;Sweden;CosmEticos;Online;CrItica;20/10/2021;438844430;7/12/2021;2674; 437.20 € ; 263.33 € ; 1,169,072.80 € ; 704,144.42 € 
C7557;Africa;Zambia;Verduras;Online;CrItica;15/12/2020;755752360;3/02/2021;2773; 154.06 € ; 90.93 € ; 427,208.38 € ; 252,148.89 € 
C8375;Africa;Sierra Leone;Ropa;Online;CrItica;1/02/2021;837511670;28/02/2021;7169; 109.28 € ; 35.84 € ; 783,428.32 € ; 256,936.96 € 
C8216;Africa;Sierra Leone;CosmEticos;Offline;Media;12/07/2022;821671187;11/08/2022;9619; 437.20 € ; 263.33 € ; 4,205,426.80 € ; 2,532,971.27 € 
C4660;Europa;Andorra;Verduras;Online;Media;17/04/2020;466092240;13/05/2020;5906; 154.06 € ; 90.93 € ; 909,878.36 € ; 537,032.58 € 
C4989;Africa;Seychelles ;Alimento infantil;Offline;Media;31/08/2022;498948657;16/09/2022;8850; 255.28 € ; 159.42 € ; 2,259,228.00 € ; 1,410,867.00 € 
C3687;Europa;Andorra;DomEstico;Online;Baja;5/03/2021;368726766;24/03/2021;3299; 668.27 € ; 502.54 € ; 2,204,622.73 € ; 1,657,879.46 € 
C4942;CentroamErica y Caribe;Costa Rica;Bebida;Offline;Baja;15/08/2020;494225394;24/09/2020;1132; 47.45 € ; 31.79 € ; 53,713.40 € ; 35,986.28 € 
C9145;Africa;Burundi;CosmEticos;Offline;Baja;25/06/2020;914555871;11/08/2020;6261; 437.20 € ; 263.33 € ; 2,737,309.20 € ; 1,648,709.13 € 
C8391;Australia y OceanIa;Fiji;Ropa;Online;Media;28/01/2022;839142024;15/03/2022;9627; 109.28 € ; 35.84 € ; 1,052,038.56 € ; 345,031.68 € 
C8977;NorteamErica;Canada;Bebida;Online;Media;26/05/2021;897720181;2/06/2021;4206; 47.45 € ; 31.79 € ; 199,574.70 € ; 133,708.74 € 
C8903;Asia;Philippines;Bebida;Offline;CrItica;30/12/2021;890339171;9/02/2022;1; 47.45 € ; 31.79 € ; 47.45 € ; 31.79 € 
C2373;Asia;Turkmenistan;Snacks;Offline;Baja;7/02/2022;237360322;24/02/2022;9049; 152.58 € ; 97.44 € ; 1,380,696.42 € ; 881,734.56 € 
C2294;Europa;Ukraine;Ropa;Online;Alta;11/10/2021;229457461;26/11/2021;417; 109.28 € ; 35.84 € ; 45,569.76 € ; 14,945.28 € 
C8776;Asia;Indonesia;Cuidado personal;Online;Media;28/06/2021;877616918;28/06/2021;5203; 81.73 € ; 56.67 € ; 425,241.19 € ; 294,854.01 € 
C4631;Africa;Sao Tome and Principe;Verduras;Offline;Baja;2/09/2020;463137519;14/10/2020;1539; 154.06 € ; 90.93 € ; 237,098.34 € ; 139,941.27 € 
C4876;Asia;Indonesia;Cuidado personal;Online;CrItica;10/01/2022;487630593;25/02/2022;9584; 81.73 € ; 56.67 € ; 783,300.32 € ; 543,125.28 € 
C7230;Asia;India;Verduras;Online;CrItica;3/07/2021;723019969;27/07/2021;6531; 154.06 € ; 90.93 € ; 1,006,165.86 € ; 593,863.83 € 
C5615;Africa;Israel;Alimento infantil;Online;Media;6/03/2021;561541974;10/03/2021;1604; 255.28 € ; 159.42 € ; 409,469.12 € ; 255,709.68 € 
C3657;Africa;Qatar;Verduras;Online;Alta;4/02/2022;365745437;4/02/2022;1057; 154.06 € ; 90.93 € ; 162,841.42 € ; 96,113.01 € 
C1184;Africa;Liberia;DomEstico;Offline;Alta;4/11/2022;118491685;14/12/2022;3178; 668.27 € ; 502.54 € ; 2,123,762.06 € ; 1,597,072.12 € 
C7729;Africa;South Sudan;DomEstico;Online;Alta;25/12/2020;772954547;3/02/2021;3282; 668.27 € ; 502.54 € ; 2,193,262.14 € ; 1,649,336.28 € 
C2026;Europa;Latvia;Verduras;Online;Media;13/03/2020;202620351;11/04/2020;8719; 154.06 € ; 90.93 € ; 1,343,249.14 € ; 792,818.67 € 
C8512;CentroamErica y Caribe;Saint Lucia;Frutas;Offline;Baja;12/04/2020;851287925;6/05/2020;3869; 9.33 € ; 6.92 € ; 36,097.77 € ; 26,773.48 € 
C2830;Africa;Mali;Verduras;Offline;CrItica;5/06/2021;283068597;13/06/2021;5143; 154.06 € ; 90.93 € ; 792,330.58 € ; 467,652.99 € 
C6323;Europa;Portugal;Bebida;Offline;Media;23/10/2022;632386195;12/12/2022;5983; 47.45 € ; 31.79 € ; 283,893.35 € ; 190,199.57 € 
C9539;Asia;Malaysia;Snacks;Online;CrItica;20/02/2021;953977048;22/03/2021;1863; 152.58 € ; 97.44 € ; 284,256.54 € ; 181,530.72 € 
C3728;Europa;Spain;CosmEticos;Online;Baja;4/09/2020;372889983;25/09/2020;5287; 437.20 € ; 263.33 € ; 2,311,476.40 € ; 1,392,225.71 € 
