idcliente,zona,pais,tipodeproducto,canaldeventa,prioridad,fechapedido,idpedido,fechaenvio,unidades,preciounitario,costeunitario,importeventatotal,importecostetotal
C5576,Asia,Philippines,Material de oficina,Offline,Baja,19/08/2022,557667577,15/09/2022,5083,651.21002,524.96002,3310100.5,2668371.8
C7505,Asia,Singapore,Ropa,Offline,CrItica,15/02/2022,750512397,4/03/2022,2151,109.28,35.84,235061.28,77091.844
C2292,Asia,Laos,Verduras,Online,Media,13/03/2021,229204690,25/03/2021,5616,154.06,90.93,865200.94,510662.88
C5656,Europa,Montenegro,Frutas,Offline,Alta,10/07/2021,565668284,3/08/2021,2671,9.3299999,6.9200001,24920.43,18483.32
C2521,CentroamErica y Caribe,Barbados,Snacks,Offline,Media,23/04/2022,252139508,23/05/2022,2538,152.58,97.440002,387248.03,247302.72
C5511,Africa,Egypt,Snacks,Offline,Alta,1/10/2021,551167190,13/11/2021,1474,152.58,97.440002,224902.92,143626.56
C5456,Africa,Sudan,DomEstico,Offline,CrItica,16/04/2021,545612657,29/05/2021,7765,668.27002,502.54001,5189116.5,3902223
C2886,Africa,Democratic Republic of the Congo,Snacks,Offline,Baja,7/05/2021,288649737,20/06/2021,6727,152.58,97.440002,1026405.7,655478.88
C3537,CentroamErica y Caribe,Cuba,Cuidado personal,Online,Baja,30/09/2022,353764760,27/10/2022,5709,81.730003,56.669998,466596.56,323529.03
C4847,Africa,Ghana,Frutas,Offline,Media,5/06/2022,484756553,14/06/2022,9091,9.3299999,6.9200001,84819.031,62909.719
C9457,Europa,Poland,Bebida,Online,Media,30/07/2020,945736443,20/08/2020,3285,47.450001,31.790001,155873.25,104430.15
C2711,Africa,Saudi Arabia,Bebida,Offline,Baja,2/02/2022,271128261,7/03/2022,1732,47.450001,31.790001,82183.398,55060.281
C2156,CentroamErica y Caribe,Barbados,Alimento infantil,Offline,Baja,26/10/2020,215668332,21/11/2020,9907,255.28,159.42,2529059,1579374
C8044,Europa,Bosnia and Herzegovina,Frutas,Online,Alta,9/01/2021,804405486,1/02/2021,314,9.3299999,6.9200001,2929.6201,2172.8799
C7827,Africa,Lebanon,CArnicos,Online,Media,26/08/2021,782701051,1/09/2021,7489,421.89001,364.69,3159534.3,2731163.5
C7662,Europa,Latvia,DomEstico,Offline,CrItica,15/08/2020,766228854,3/10/2020,3000,668.27002,502.54001,2004810,1507620
C9909,Australia y OceanIa,Australia,Frutas,Online,Media,21/12/2021,990975224,27/01/2022,445,9.3299999,6.9200001,4151.8501,3079.3999
C8632,Africa,Jordan,Cereales,Online,Media,20/02/2020,863238990,3/04/2020,455,205.7,117.11,93593.5,53285.051
C3096,Europa,United Kingdom,Cuidado personal,Offline,Media,22/05/2021,309631478,27/05/2021,5690,81.730003,56.669998,465043.69,322452.31
C2270,CentroamErica y Caribe,Haiti,Verduras,Offline,Baja,24/05/2022,227076518,13/07/2022,5843,154.06,90.93,900172.56,531304
C2328,Asia,South Korea,Cuidado personal,Online,CrItica,23/03/2020,232810437,6/04/2020,2637,81.730003,56.669998,215522.02,149438.8
C9143,Africa,Niger,Bebida,Online,CrItica,10/05/2022,914382064,6/06/2022,4827,47.450001,31.790001,229041.16,153450.33
C6796,Africa,Mozambique,Verduras,Online,CrItica,17/05/2022,679652726,13/06/2022,3200,154.06,90.93,492992,290976
C7067,Europa,Armenia,Cereales,Online,Baja,2/06/2021,706796252,16/07/2021,5572,205.7,117.11,1146160.4,652536.94
C8942,Europa,Iceland,Frutas,Online,Media,8/01/2021,894298970,26/01/2021,1793,9.3299999,6.9200001,16728.689,12407.56
C3109,CentroamErica y Caribe,Panama,Bebida,Online,Baja,10/09/2021,310959708,12/10/2021,8743,47.450001,31.790001,414855.34,277939.97
C3458,Europa,Switzerland,Bebida,Offline,Baja,27/06/2021,345889794,25/07/2021,5331,47.450001,31.790001,252955.95,169472.48
C6585,Africa,Mauritius ,Frutas,Online,Alta,15/04/2020,658513057,23/05/2020,7502,9.3299999,6.9200001,69993.656,51913.84
C5285,Europa,Andorra,Material de oficina,Online,Media,28/03/2021,528565824,3/04/2021,3228,651.21002,524.96002,2102106,1694570.9
C2060,Asia,Bangladesh,Material de oficina,Online,Alta,28/09/2020,206096923,15/10/2020,7514,651.21002,524.96002,4893192,3944549.5
C4614,Australia y OceanIa,Tonga,Ropa,Online,Baja,25/04/2021,461467683,11/05/2021,7397,109.28,35.84,808344.19,265108.47
C3353,CentroamErica y Caribe,Jamaica,Bebida,Online,Alta,4/08/2021,335351932,13/09/2021,6944,47.450001,31.790001,329492.81,220749.77
C2887,Africa,Israel,Verduras,Online,Media,10/08/2020,288735997,14/09/2020,2253,154.06,90.93,347097.19,204865.3
C8529,Europa,France,Cuidado personal,Offline,CrItica,3/02/2022,852918708,14/03/2022,6454,81.730003,56.669998,527485.44,365748.19
C3795,Africa,Benin,Snacks,Offline,CrItica,3/08/2021,379511392,3/08/2021,4709,152.58,97.440002,718499.25,458844.97
C8904,Asia,Philippines,Verduras,Offline,Media,16/03/2022,890437877,24/03/2022,9210,154.06,90.93,1418892.6,837465.31
C4279,Europa,Slovakia,Frutas,Offline,Alta,21/09/2021,427934491,4/10/2021,4180,9.3299999,6.9200001,38999.398,28925.6
C7045,Asia,Laos,DomEstico,Offline,Alta,13/08/2022,704550063,18/08/2022,875,668.27002,502.54001,584736.25,439722.5
C3531,Australia y OceanIa,Nauru,CArnicos,Online,CrItica,16/01/2022,353145921,23/02/2022,2580,421.89001,364.69,1088476.3,940900.19
C7768,Africa,Benin,Snacks,Online,Media,9/11/2021,776895892,9/11/2021,9614,152.58,97.440002,1466904.1,936788.19
C2992,CentroamErica y Caribe,Guatemala,Verduras,Online,CrItica,14/06/2021,299286305,3/08/2021,4323,154.06,90.93,666001.38,393090.38
C9141,CentroamErica y Caribe,Belize,Snacks,Online,Alta,17/01/2022,914115989,12/02/2022,6090,152.58,97.440002,929212.19,593409.63
C6354,Africa,Tunisia ,Alimento infantil,Offline,CrItica,30/05/2022,635496270,5/07/2022,6323,255.28,159.42,1614135.5,1008012.7
C2478,Africa,Republic of the Congo,CArnicos,Offline,Alta,13/04/2020,247850978,8/05/2020,3467,421.89001,364.69,1462692.6,1264380.3
C1559,Australia y OceanIa,Kiribati,Ropa,Offline,Baja,21/05/2022,155916440,10/07/2022,7994,109.28,35.84,873584.31,286504.97
C8347,Europa,Albania,Verduras,Offline,Baja,11/02/2020,834741485,17/02/2020,7410,154.06,90.93,1141584.6,673791.31
C5796,Australia y OceanIa,Palau,CArnicos,Online,Baja,2/06/2022,579687440,5/06/2022,1250,421.89001,364.69,527362.5,455862.5
C4564,Africa,Angola,Cuidado personal,Online,Alta,27/01/2020,456428134,6/03/2020,6083,81.730003,56.669998,497163.59,344723.63
C2509,Africa,Swaziland,Snacks,Offline,Media,27/05/2021,250949895,19/06/2021,505,152.58,97.440002,77052.898,49207.199
C7195,CentroamErica y Caribe,Barbados,Verduras,Online,Baja,9/04/2022,719551551,14/04/2022,149,154.06,90.93,22954.939,13548.57
C4388,Europa,Sweden,CosmEticos,Online,CrItica,20/10/2021,438844430,7/12/2021,2674,437.20001,263.32999,1169072.8,704144.44
C7557,Africa,Zambia,Verduras,Online,CrItica,15/12/2020,755752360,3/02/2021,2773,154.06,90.93,427208.38,252148.89
C8375,Africa,Sierra Leone,Ropa,Online,CrItica,1/02/2021,837511670,28/02/2021,7169,109.28,35.84,783428.31,256936.95
C8216,Africa,Sierra Leone,CosmEticos,Offline,Media,12/07/2022,821671187,11/08/2022,9619,437.20001,263.32999,4205427,2532971.3
C4660,Europa,Andorra,Verduras,Online,Media,17/04/2020,466092240,13/05/2020,5906,154.06,90.93,909878.38,537032.56
C4989,Africa,Seychelles ,Alimento infantil,Offline,Media,31/08/2022,498948657,16/09/2022,8850,255.28,159.42,2259228,1410867
C3687,Europa,Andorra,DomEstico,Online,Baja,5/03/2021,368726766,24/03/2021,3299,668.27002,502.54001,2204622.8,1657879.5
C4942,CentroamErica y Caribe,Costa Rica,Bebida,Offline,Baja,15/08/2020,494225394,24/09/2020,1132,47.450001,31.790001,53713.398,35986.281
C9145,Africa,Burundi,CosmEticos,Offline,Baja,25/06/2020,914555871,11/08/2020,6261,437.20001,263.32999,2737309.3,1648709.1
C8391,Australia y OceanIa,Fiji,Ropa,Online,Media,28/01/2022,839142024,15/03/2022,9627,109.28,35.84,1052038.5,345031.69
C8977,NorteamErica,Canada,Bebida,Online,Media,26/05/2021,897720181,2/06/2021,4206,47.450001,31.790001,199574.7,133708.73
C8903,Asia,Philippines,Bebida,Offline,CrItica,30/12/2021,890339171,9/02/2022,1,47.450001,31.790001,47.450001,31.790001
C2373,Asia,Turkmenistan,Snacks,Offline,Baja,7/02/2022,237360322,24/02/2022,9049,152.58,97.440002,1380696.4,881734.56
C2294,Europa,Ukraine,Ropa,Online,Alta,11/10/2021,229457461,26/11/2021,417,109.28,35.84,45569.762,14945.28
C8776,Asia,Indonesia,Cuidado personal,Online,Media,28/06/2021,877616918,28/06/2021,5203,81.730003,56.669998,425241.19,294854
C4631,Africa,Sao Tome and Principe,Verduras,Offline,Baja,2/09/2020,463137519,14/10/2020,1539,154.06,90.93,237098.34,139941.27
C4876,Asia,Indonesia,Cuidado personal,Online,CrItica,10/01/2022,487630593,25/02/2022,9584,81.730003,56.669998,783300.31,543125.25
C7230,Asia,India,Verduras,Online,CrItica,3/07/2021,723019969,27/07/2021,6531,154.06,90.93,1006165.9,593863.81
C5615,Africa,Israel,Alimento infantil,Online,Media,6/03/2021,561541974,10/03/2021,1604,255.28,159.42,409469.13,255709.69
C3657,Africa,Qatar,Verduras,Online,Alta,4/02/2022,365745437,4/02/2022,1057,154.06,90.93,162841.42,96113.008
C1184,Africa,Liberia,DomEstico,Offline,Alta,4/11/2022,118491685,14/12/2022,3178,668.27002,502.54001,2123762,1597072.1
C7729,Africa,South Sudan,DomEstico,Online,Alta,25/12/2020,772954547,3/02/2021,3282,668.27002,502.54001,2193262.3,1649336.3
C2026,Europa,Latvia,Verduras,Online,Media,13/03/2020,202620351,11/04/2020,8719,154.06,90.93,1343249.1,792818.69
C8512,CentroamErica y Caribe,Saint Lucia,Frutas,Offline,Baja,12/04/2020,851287925,6/05/2020,3869,9.3299999,6.9200001,36097.77,26773.48
C2830,Africa,Mali,Verduras,Offline,CrItica,5/06/2021,283068597,13/06/2021,5143,154.06,90.93,792330.56,467653
C6323,Europa,Portugal,Bebida,Offline,Media,23/10/2022,632386195,12/12/2022,5983,47.450001,31.790001,283893.34,190199.56
C9539,Asia,Malaysia,Snacks,Online,CrItica,20/02/2021,953977048,22/03/2021,1863,152.58,97.440002,284256.53,181530.72
C3728,Europa,Spain,CosmEticos,Online,Baja,4/09/2020,372889983,25/09/2020,5287,437.20001,263.32999,2311476.5,1392225.8
C3344,Europa,Slovenia,Ropa,Offline,Media,15/05/2020,334486329,22/05/2020,793,109.28,35.84,86659.039,28421.119
C5544,Africa,Jordan,Verduras,Offline,Media,29/12/2020,554439914,8/01/2021,9946,154.06,90.93,1532280.8,904389.75
C3687,CentroamErica y Caribe,Honduras,DomEstico,Online,Media,15/11/2020,368737065,1/12/2020,6347,668.27002,502.54001,4241509.5,3189621.5
C9836,Africa,Lebanon,Material de oficina,Online,Baja,28/02/2020,983676612,18/04/2020,624,651.21002,524.96002,406355.03,327575.03
C5258,Africa,Tunisia ,Cereales,Online,Media,6/04/2022,525869882,22/05/2022,5439,205.7,117.11,1118802.3,636961.31
C7922,Europa,Romania,Frutas,Offline,Alta,28/12/2020,792240703,29/01/2021,484,9.3299999,6.9200001,4515.7202,3349.28
C5000,Europa,Netherlands,Cereales,Offline,Alta,30/12/2021,500025403,15/02/2022,7483,205.7,117.11,1539253.1,876334.13
C2367,Africa,Azerbaijan,Frutas,Online,Baja,25/04/2021,236772811,11/05/2021,5191,9.3299999,6.9200001,48432.031,35921.719
C2103,Europa,Slovenia,DomEstico,Online,Media,11/02/2021,210344254,15/03/2021,4394,668.27002,502.54001,2936378.5,2208160.8
C6989,Africa,Chad,Ropa,Online,CrItica,12/07/2022,698913562,2/08/2022,2909,109.28,35.84,317895.53,104258.56
C7009,Australia y OceanIa,Nauru,Verduras,Online,Media,17/05/2021,700967061,13/06/2021,585,154.06,90.93,90125.102,53194.051
C1853,Africa,Kenya,Ropa,Offline,Baja,8/01/2021,185303580,7/02/2021,4302,109.28,35.84,470122.56,154183.69
C5410,CentroamErica y Caribe,Jamaica,Cuidado personal,Online,Alta,20/05/2022,541034448,11/06/2022,2971,81.730003,56.669998,242819.83,168366.56
C5275,Europa,Bosnia and Herzegovina,Alimento infantil,Offline,Baja,25/06/2022,527583491,31/07/2022,2534,255.28,159.42,646879.5,403970.28
C3246,CentroamErica y Caribe,Antigua and Barbuda ,Cuidado personal,Offline,CrItica,9/08/2021,324687039,25/08/2021,965,81.730003,56.669998,78869.453,54686.551
C1823,Europa,Romania,CosmEticos,Online,Media,13/11/2021,182393920,31/12/2021,3269,437.20001,263.32999,1429206.8,860825.75
C8710,Asia,Kazakhstan,Frutas,Offline,CrItica,29/01/2020,871065461,23/02/2020,6482,9.3299999,6.9200001,60477.059,44855.441
C5313,Africa,Burkina Faso,Material de oficina,Offline,Alta,31/07/2020,531375491,3/09/2020,4671,651.21002,524.96002,3041802,2452088.3
C5243,CentroamErica y Caribe,Saint Lucia,Cereales,Offline,Baja,1/06/2022,524310338,23/06/2022,3935,205.7,117.11,809429.5,460827.84
C4811,CentroamErica y Caribe,Jamaica,Snacks,Offline,Alta,23/09/2020,481168830,20/10/2020,7404,152.58,97.440002,1129702.4,721445.75
C5535,Africa,Bahrain,DomEstico,Online,Media,5/07/2022,553562295,22/08/2022,239,668.27002,502.54001,159716.53,120107.06
C9634,Africa,Pakistan,Cereales,Offline,CrItica,11/04/2022,963414561,4/05/2022,4633,205.7,117.11,953008.13,542570.63
C6529,CentroamErica y Caribe,Saint Lucia,Cereales,Online,Baja,5/09/2020,652961957,7/09/2020,4808,205.7,117.11,989005.63,563064.88
C4347,Africa,Angola,Snacks,Online,CrItica,11/03/2020,434753310,7/04/2020,2021,152.58,97.440002,308364.19,196926.23
C7416,Europa,Kosovo,CosmEticos,Online,Baja,29/10/2020,741649949,18/12/2020,9556,437.20001,263.32999,4177883.3,2516381.5
C2768,Europa,Georgia,Frutas,Offline,Baja,1/08/2021,276825702,11/08/2021,7732,9.3299999,6.9200001,72139.563,53505.441
C9637,Australia y OceanIa,Nauru,DomEstico,Online,Media,6/11/2021,963766896,21/11/2021,8896,668.27002,502.54001,5944930,4470596
C2962,Australia y OceanIa,Solomon Islands,Material de oficina,Online,Baja,6/11/2022,296272361,11/11/2022,2430,651.21002,524.96002,1582440.3,1275652.8
C7884,Asia,Thailand,Alimento infantil,Offline,CrItica,28/06/2020,788453423,4/08/2020,9744,255.28,159.42,2487448.3,1553388.5
C5247,Europa,Russia,Cereales,Offline,Media,3/02/2021,524733912,8/02/2021,9280,205.7,117.11,1908896,1086780.8
C8098,Australia y OceanIa,Samoa ,Frutas,Online,Media,18/10/2022,809850156,4/11/2022,1513,9.3299999,6.9200001,14116.29,10469.96
C3188,Australia y OceanIa,Vanuatu,Snacks,Offline,Baja,18/09/2022,318850982,6/10/2022,3946,152.58,97.440002,602080.69,384498.25
C9470,Africa,Lesotho,Frutas,Offline,Alta,23/03/2021,947097718,10/04/2021,6116,9.3299999,6.9200001,57062.281,42322.719
C1602,Australia y OceanIa,Solomon Islands,Bebida,Online,Alta,14/07/2020,160264194,28/07/2020,4591,47.450001,31.790001,217842.95,145947.89
C4443,Asia,Taiwan,Snacks,Offline,CrItica,23/05/2020,444336736,9/06/2020,7969,152.58,97.440002,1215910,776499.38
C7556,Asia,Singapore,Verduras,Online,Baja,19/05/2022,755614173,14/06/2022,1880,154.06,90.93,289632.81,170948.41
C5707,Africa,Ghana,Verduras,Offline,Media,6/10/2022,570707833,7/10/2022,3985,154.06,90.93,613929.13,362356.06
C3365,Europa,Belarus,Bebida,Offline,Alta,2/07/2022,336541545,18/08/2022,8977,47.450001,31.790001,425958.66,285378.84
C1203,Africa,Lesotho,Snacks,Offline,CrItica,3/02/2020,120351636,26/02/2020,3578,152.58,97.440002,545931.25,348640.31
C9596,Africa,Democratic Republic of the Congo,Cereales,Online,CrItica,30/07/2021,959686934,2/09/2021,1545,205.7,117.11,317806.5,180934.95
C8124,Europa,San Marino,Frutas,Online,Baja,25/12/2021,812408769,8/02/2022,8663,9.3299999,6.9200001,80825.789,59947.961
C4066,Africa,Mauritius ,Frutas,Online,Media,3/01/2021,406690967,11/01/2021,7749,9.3299999,6.9200001,72298.172,53623.078
C9910,Europa,Kosovo,Verduras,Online,Media,14/08/2021,991019856,25/09/2021,3653,154.06,90.93,562781.19,332167.28
C2841,Africa,Tunisia ,Verduras,Offline,Alta,15/01/2020,284194266,16/01/2020,8254,154.06,90.93,1271611.3,750536.25
C1253,Europa,Czech Republic,Material de oficina,Online,Alta,20/06/2021,125325524,24/06/2021,5463,651.21002,524.96002,3557560.3,2867856.5
C6238,Australia y OceanIa,Federated States of Micronesia,CosmEticos,Offline,Baja,2/07/2021,623837459,10/07/2021,6222,437.20001,263.32999,2720258.5,1638439.3
C6094,Europa,Estonia,DomEstico,Offline,Media,8/11/2021,609466397,10/12/2021,3506,668.27002,502.54001,2342954.5,1761905.3
C7822,Asia,Nepal,Frutas,Offline,Baja,10/05/2020,782261168,15/06/2020,7318,9.3299999,6.9200001,68276.938,50640.559
C5625,Africa,Democratic Republic of the Congo,Bebida,Offline,Media,15/12/2020,562583100,24/01/2021,9696,47.450001,31.790001,460075.19,308235.84
C3411,Asia,Singapore,Snacks,Offline,Alta,9/11/2020,341106021,12/11/2020,9707,152.58,97.440002,1481094,945850.06
C1288,Asia,India,Bebida,Online,Alta,11/07/2020,128816258,12/07/2020,8448,47.450001,31.790001,400857.59,268561.91
C9070,Africa,Angola,Cereales,Offline,Media,4/04/2022,907012641,19/05/2022,4051,205.7,117.11,833290.69,474412.63
C5773,Asia,Kyrgyzstan,Alimento infantil,Online,CrItica,5/03/2020,577306497,12/03/2020,6676,255.28,159.42,1704249.3,1064287.9
C7116,Africa,Burundi,DomEstico,Offline,CrItica,31/08/2021,711621654,2/09/2021,3516,668.27002,502.54001,2349637.3,1766930.6
C7021,Africa,South Africa,Material de oficina,Online,Media,23/03/2020,702194440,30/03/2020,3794,651.21002,524.96002,2470690.8,1991698.3
C9115,Europa,Georgia,Cereales,Offline,Baja,14/08/2022,911573684,19/09/2022,3765,205.7,117.11,774460.5,440919.16
C4226,Africa,The Gambia,Bebida,Offline,Baja,19/09/2021,422620713,5/10/2021,1715,47.450001,31.790001,81376.75,54519.852
C1885,Asia,Nepal,DomEstico,Online,CrItica,18/10/2020,188509356,31/10/2020,2963,668.27002,502.54001,1980084,1489026
C7827,Europa,Albania,Verduras,Online,Media,7/09/2020,782725942,15/09/2020,4855,154.06,90.93,747961.31,441465.16
C1490,CentroamErica y Caribe,Dominica,Material de oficina,Online,CrItica,4/03/2021,149069297,22/03/2021,1772,651.21002,524.96002,1153944.1,930229.13
C3516,Africa,Oman,Bebida,Online,Media,16/06/2022,351650750,9/07/2022,126,47.450001,31.790001,5978.7002,4005.54
C8248,Africa,Ethiopia,Cereales,Online,Media,6/11/2020,824894130,20/12/2020,3359,205.7,117.11,690946.31,393372.5
C6235,CentroamErica y Caribe,Saint Kitts and Nevis ,Bebida,Online,Alta,21/08/2021,623535764,1/09/2021,6944,47.450001,31.790001,329492.81,220749.77
C6726,Africa,The Gambia,Verduras,Online,Media,5/07/2020,672624480,22/08/2020,3386,154.06,90.93,521647.16,307888.97
C6175,Africa,Rwanda,CosmEticos,Online,Media,15/02/2022,617521607,24/03/2022,7221,437.20001,263.32999,3157021.3,1901505.9
C1739,Asia,Japan,Frutas,Offline,CrItica,19/07/2021,173900973,19/07/2021,17,9.3299999,6.9200001,158.61,117.64
C4777,Europa,Ireland,Verduras,Online,Baja,24/10/2022,477748906,18/11/2022,5373,154.06,90.93,827764.38,488566.88
C9353,Europa,Andorra,Alimento infantil,Offline,Media,11/05/2020,935364234,14/06/2020,3918,255.28,159.42,1000187.1,624607.56
C5733,Asia,Kazakhstan,Snacks,Online,CrItica,15/06/2020,573358285,29/06/2020,8313,152.58,97.440002,1268397.5,810018.75
C2886,Europa,Italy,Verduras,Offline,Alta,17/08/2022,288654887,29/09/2022,8251,154.06,90.93,1271149,750263.44
C5984,Africa,Tanzania,Snacks,Offline,Baja,1/02/2021,598490369,7/02/2021,5455,152.58,97.440002,832323.88,531535.19
C2904,CentroamErica y Caribe,Antigua and Barbuda ,Ropa,Offline,CrItica,15/06/2020,290413558,19/07/2020,8680,109.28,35.84,948550.38,311091.19
C4722,Africa,Qatar,CosmEticos,Online,Media,13/01/2020,472285783,27/01/2020,8713,437.20001,263.32999,3809323.5,2294394.3
C5222,Africa,Jordan,CArnicos,Offline,Media,16/12/2020,522280871,12/01/2021,3371,421.89001,364.69,1422191.3,1229370
C3388,CentroamErica y Caribe,El Salvador,DomEstico,Online,Baja,27/11/2021,338885152,11/12/2021,2502,668.27002,502.54001,1672011.5,1257355.1
C7908,Australia y OceanIa,Tonga,DomEstico,Offline,Baja,12/07/2020,790897452,17/07/2020,2986,668.27002,502.54001,1995454.3,1500584.5
C5674,Africa,Madagascar,CArnicos,Offline,Alta,6/08/2020,567429101,19/09/2020,3735,421.89001,364.69,1575759.1,1362117.1
C2279,Africa,Seychelles ,Alimento infantil,Offline,Media,29/12/2021,227903926,10/01/2022,691,255.28,159.42,176398.48,110159.22
C8520,Africa,Swaziland,Bebida,Offline,Media,23/02/2022,852058255,28/02/2022,1827,47.450001,31.790001,86691.148,58080.328
C8899,Australia y OceanIa,Tonga,Cereales,Online,CrItica,25/04/2020,889940917,30/04/2020,2149,205.7,117.11,442049.31,251669.39
C2119,Africa,Azerbaijan,Bebida,Offline,Media,16/11/2021,211913239,27/11/2021,8692,47.450001,31.790001,412435.41,276318.69
C5586,Africa,Madagascar,Cereales,Offline,CrItica,10/08/2022,558649051,15/08/2022,5523,205.7,117.11,1136081.1,646798.5
C5911,Africa,Iran,Alimento infantil,Online,Alta,16/07/2021,591134679,23/08/2021,8743,255.28,159.42,2231913,1393809
C8406,Australia y OceanIa,New Zealand,CosmEticos,Offline,Baja,27/05/2022,840668952,10/07/2022,1479,437.20001,263.32999,646618.81,389465.06
C5588,Africa,Democratic Republic of the Congo,DomEstico,Online,CrItica,29/09/2020,558863198,23/10/2020,8894,668.27002,502.54001,5943593.5,4469591
C8676,Europa,Lithuania,Alimento infantil,Offline,Baja,12/07/2022,867641246,27/07/2022,3180,255.28,159.42,811790.38,506955.59
C7092,Africa,Seychelles ,Cereales,Online,Baja,4/09/2022,709239423,24/09/2022,8561,205.7,117.11,1760997.8,1002578.7
C8962,Europa,Croatia,Cereales,Online,CrItica,20/10/2020,896206557,16/11/2020,6291,205.7,117.11,1294058.8,736739
C9614,Africa,Swaziland,Alimento infantil,Online,CrItica,26/08/2022,961403977,5/10/2022,9656,255.28,159.42,2464983.8,1539359.5
C5080,Asia,Singapore,Snacks,Online,Alta,27/06/2021,508005511,15/08/2021,8975,152.58,97.440002,1369405.5,874524
C5594,Europa,Germany,Frutas,Online,CrItica,5/06/2022,559497487,14/06/2022,6595,9.3299999,6.9200001,61531.352,45637.398
C4096,Europa,Norway,CosmEticos,Online,Baja,20/12/2020,409678733,2/01/2021,1896,437.20001,263.32999,828931.19,499273.69
C7726,Asia,Malaysia,CosmEticos,Online,Media,10/08/2021,772660577,26/08/2021,6290,437.20001,263.32999,2749988,1656345.8
C6328,Europa,Austria,Bebida,Online,CrItica,29/01/2022,632866847,12/02/2022,8219,47.450001,31.790001,389991.56,261282.02
C3950,Asia,Malaysia,Snacks,Online,Media,10/07/2020,395033872,23/07/2020,8156,152.58,97.440002,1244442.5,794720.63
C5342,Africa,Lesotho,Cuidado personal,Offline,Alta,20/08/2022,534210479,29/08/2022,3607,81.730003,56.669998,294800.13,204408.69
C2457,Africa,Benin,Frutas,Offline,Alta,18/03/2020,245757997,30/03/2020,4107,9.3299999,6.9200001,38318.309,28420.439
C5953,Europa,Greece,Material de oficina,Offline,Baja,5/03/2021,595350253,24/03/2021,6225,651.21002,524.96002,4053782.3,3267876
C4689,Europa,Lithuania,Cereales,Offline,Baja,3/06/2022,468973577,13/07/2022,8558,205.7,117.11,1760380.6,1002227.4
C6229,Africa,Comoros,CArnicos,Offline,Alta,2/09/2022,622926795,26/09/2022,6736,421.89001,364.69,2841851,2456551.8
C5338,Asia,Myanmar,DomEstico,Offline,Media,17/01/2021,533821237,21/02/2021,8421,668.27002,502.54001,5627501.5,4231889.5
C6485,Africa,Ethiopia,Cuidado personal,Online,Baja,14/05/2021,648580729,4/06/2021,8306,81.730003,56.669998,678849.38,470701.03
C1344,Africa,Guinea,Cereales,Offline,CrItica,16/02/2022,134441602,5/04/2022,3112,205.7,117.11,640138.38,364446.31
C9289,CentroamErica y Caribe,Saint Lucia,CosmEticos,Offline,Baja,21/10/2020,928952682,5/11/2020,6597,437.20001,263.32999,2884208.5,1737188
C9899,Africa,Eritrea,Material de oficina,Offline,Media,27/12/2020,989975297,7/02/2021,4545,651.21002,524.96002,2959749.5,2385943.3
C1456,Africa,Niger,Cuidado personal,Offline,Baja,21/05/2022,145683276,18/06/2022,9774,81.730003,56.669998,798829,553892.56
C5445,CentroamErica y Caribe,Barbados,CosmEticos,Online,Media,29/03/2022,544562947,11/05/2022,7132,437.20001,263.32999,3118110.5,1878069.5
C8054,Australia y OceanIa,Tonga,Snacks,Offline,CrItica,30/06/2022,805413138,10/08/2022,8501,152.58,97.440002,1297082.6,828337.44
C9673,Asia,Indonesia,Bebida,Offline,Baja,19/08/2022,967345178,29/09/2022,7789,47.450001,31.790001,369588.06,247612.31
C2397,Asia,Indonesia,Ropa,Online,Alta,7/02/2021,239782893,28/03/2021,5941,109.28,35.84,649232.5,212925.44
C1524,Africa,Lebanon,Cuidado personal,Offline,CrItica,27/06/2022,152462613,1/08/2022,5930,81.730003,56.669998,484658.91,336053.09
C5054,Africa,Afghanistan,Ropa,Online,CrItica,1/10/2021,505433166,9/10/2021,7760,109.28,35.84,848012.81,278118.41
C7190,Europa,Hungary,Frutas,Offline,Baja,4/11/2022,719055879,14/12/2022,3468,9.3299999,6.9200001,32356.439,23998.561
C2840,Africa,Gabon,CosmEticos,Offline,Media,11/02/2020,284004580,22/03/2020,2121,437.20001,263.32999,927301.19,558522.94
C1112,Asia,Mongolia,Material de oficina,Offline,Media,7/08/2022,111265599,7/09/2022,4818,651.21002,524.96002,3137529.8,2529257.3
C2821,NorteamErica,Canada,Alimento infantil,Offline,Baja,28/02/2021,282137763,25/03/2021,9689,255.28,159.42,2473408,1544620.4
C4982,Africa,Afghanistan,DomEstico,Online,Alta,11/05/2021,498232400,27/06/2021,6894,668.27002,502.54001,4607053.5,3464510.8
C5314,Europa,Liechtenstein,Cereales,Offline,Media,2/01/2022,531473338,11/01/2022,3626,205.7,117.11,745868.19,424640.88
C6740,CentroamErica y Caribe,Honduras,Alimento infantil,Online,CrItica,23/04/2022,674096906,1/06/2022,9109,255.28,159.42,2325345.5,1452156.8
C3886,NorteamErica,Mexico,Alimento infantil,Online,Alta,18/06/2020,388651931,7/08/2020,9598,255.28,159.42,2450177.5,1530113.1
C5579,Africa,Liberia,Material de oficina,Online,Media,8/10/2020,557999742,28/10/2020,3378,651.21002,524.96002,2199787.5,1773314.9
C3353,Europa,Ireland,Snacks,Offline,Alta,16/10/2020,335314166,1/11/2020,5768,152.58,97.440002,880081.44,562033.94
